Income,Kidhome,Teenhome,MntWines,MntMeatProducts,MntFishProducts,NumWebVisitsMonth,Age,Total_campaigns,Purchase_frequency
24570,1,0,28,62,11,9,41,0,11
25509,1,0,40,30,10,9,51,0,9
94642,0,0,879,556,106,1,74,2,21
58646,0,1,62,44,6,4,63,0,8
53201,1,1,280,81,20,7,50,0,20
21994,0,1,9,6,3,5,68,0,4
57113,1,1,182,33,0,7,47,0,16
51373,0,0,83,101,64,4,34,0,12
23477,1,0,38,54,3,8,39,0,10
58116,0,1,228,130,4,2,69,0,16
72968,0,0,1092,556,120,3,62,1,19
39791,0,1,85,27,13,7,54,0,10
91712,0,0,1225,556,94,3,78,1,27
94472,0,1,1017,417,108,5,67,2,16
13672,1,1,6,9,2,8,65,0,6
96547,0,0,448,125,52,2,45,3,21
79205,0,0,504,117,120,4,50,1,16
56559,0,1,226,133,41,4,50,0,18
32644,1,0,239,141,0,8,52,1,18
67506,0,1,90,67,33,3,45,0,12
24206,1,0,7,8,3,6,55,0,5
28420,1,0,4,5,2,6,58,0,4
22979,1,0,16,19,20,8,55,0,10
33279,0,0,10,3,0,3,59,0,4
46423,1,1,68,16,0,7,53,0,9
30368,0,1,35,13,2,8,48,0,7
63684,0,1,575,428,120,5,55,0,23
41638,0,1,315,31,4,8,61,1,17
68805,0,1,182,49,17,2,66,0,12
65814,0,1,561,113,10,5,59,0,23
71964,0,0,587,556,120,3,67,0,17
39146,1,0,94,33,13,8,39,0,11
96876,0,0,908,556,40,2,48,3,24
34445,0,0,228,122,120,9,44,0,27
68281,0,0,995,417,42,5,67,0,25
37284,1,1,11,2,2,6,50,0,4
36790,0,0,3,14,15,9,42,0,6
27943,1,1,12,16,4,8,58,0,8
22263,1,1,17,2,0,6,74,0,6
30261,1,2,8,5,0,8,53,0,4
28587,1,0,22,17,12,6,47,0,9
43815,1,0,14,29,4,6,43,0,6
48195,1,1,106,68,52,6,69,0,17
77027,0,1,820,242,45,4,73,0,19
71322,0,1,753,226,69,4,60,0,28
32765,1,0,13,17,7,5,46,0,8
29672,1,1,9,3,0,6,60,0,4
23272,0,0,19,6,4,4,72,0,5
49912,0,1,520,223,32,8,76,1,26
7500,1,0,5,17,13,9,40,0,10
68117,0,1,618,215,0,6,78,1,25
67225,0,1,315,322,46,5,70,0,23
17649,1,0,15,23,0,8,49,0,9
55914,0,1,384,364,119,7,50,0,29
40059,1,0,110,92,28,8,41,1,12
60905,0,1,208,76,36,2,75,0,15
75330,1,1,555,257,93,6,48,0,29
60689,0,1,240,216,63,3,74,0,22
38680,1,0,11,36,15,7,41,0,6
61416,0,0,848,323,120,6,43,1,24
49767,0,0,202,197,55,4,34,0,18
83273,1,2,433,556,16,7,55,0,25
29009,1,0,6,15,10,6,44,0,7
45057,1,0,37,7,3,5,46,0,6
37150,1,0,167,64,49,7,54,0,19
43020,1,0,45,99,4,6,55,0,12
53154,0,1,129,21,0,4,66,0,9
65308,0,0,713,264,120,4,52,2,28
76467,1,0,676,426,120,6,55,0,14
81044,0,0,450,535,73,1,78,0,22
32871,1,1,22,12,0,4,74,0,5
55801,1,1,367,51,6,7,50,1,21
76320,0,1,526,214,69,2,66,0,15
36927,1,1,51,16,0,8,70,0,8
48794,1,1,25,11,3,4,72,0,5
23478,0,0,28,27,12,8,60,0,7
71128,1,0,958,447,20,7,52,0,27
70179,0,1,532,168,69,5,49,0,26
59462,0,1,724,143,0,7,75,0,25
51381,1,1,375,48,94,3,56,0,24
38361,1,0,39,56,20,7,56,0,10
51381,1,0,23,15,0,6,44,0,8
70038,0,0,587,348,71,2,43,0,17
42554,1,1,29,11,0,4,47,0,7
67445,0,1,757,217,29,6,51,0,32
67046,0,1,544,133,23,2,74,0,15
42192,0,0,40,15,17,4,77,0,7
77610,0,1,1225,332,21,7,73,0,17
31761,1,0,19,20,16,5,41,0,9
34350,1,0,16,15,2,7,46,0,5
54591,0,1,376,94,12,5,76,0,19
71866,0,1,184,178,103,3,69,0,20
25293,1,0,15,11,0,8,56,0,5
42000,0,0,124,267,85,5,38,0,20
69520,0,0,627,414,120,5,42,0,21
64713,1,0,180,241,13,4,55,0,19
27889,1,0,14,4,0,6,48,0,5
22123,0,0,3,24,34,5,65,0,7
51381,1,1,71,16,0,8,54,0,10
51381,0,1,161,22,0,6,71,0,11
27803,1,0,8,46,38,8,52,0,9
51381,0,1,264,21,12,7,70,0,15
51651,0,1,293,23,13,8,65,0,17
68487,0,0,758,385,33,4,37,0,30
51381,0,0,532,490,120,1,82,1,22
56796,0,1,656,161,62,7,56,0,27
87000,0,0,196,556,67,2,33,0,18
79823,0,1,835,380,114,2,66,1,23
30828,1,0,16,15,2,3,45,0,8
34109,0,1,9,5,2,4,54,0,4
53367,1,1,229,140,10,7,51,0,20
22390,0,0,0,4,15,7,56,0,4
71322,0,1,121,124,24,2,49,0,13
79244,0,0,471,125,120,1,32,2,22
49912,0,1,520,223,32,8,76,1,26
48699,1,1,26,10,2,5,75,0,5
80144,0,0,240,445,120,1,50,0,19
54252,1,1,178,26,8,6,69,0,15
81929,1,0,1225,278,49,6,49,2,20
76068,0,1,1115,128,33,6,50,2,10
53204,1,1,29,8,2,4,49,0,5
67911,0,1,529,356,63,3,76,0,27
14796,1,0,13,8,7,9,41,0,6
78128,0,1,934,230,16,3,51,2,20
14188,0,0,2,11,16,6,53,0,7
20425,1,0,4,5,3,7,39,0,7
58646,0,1,62,44,6,4,63,0,8
72967,0,1,158,179,0,5,55,1,19
48150,0,1,173,39,3,7,76,0,13
82332,0,0,830,556,51,2,64,1,21
58275,1,1,189,253,56,7,70,0,23
44953,0,0,728,133,11,6,44,1,24
34587,1,1,7,9,2,4,72,0,6
43018,0,1,35,17,7,5,51,0,7
45736,0,1,188,180,20,7,71,0,19
66476,0,1,742,152,25,4,56,0,26
27733,1,0,0,5,26,7,44,0,7
69805,0,1,750,174,13,2,73,0,27
72217,0,0,816,450,55,2,63,0,22
25818,1,0,5,8,2,7,54,0,4
37509,1,0,37,56,12,7,49,0,9
25176,1,1,4,4,0,7,49,0,4
43586,0,1,99,11,4,8,45,0,10
53230,0,1,176,98,120,5,69,0,23
50116,1,1,54,10,0,5,68,1,7
84906,0,0,997,414,99,2,53,3,24
61286,0,1,356,107,19,5,59,0,18
82333,0,0,1225,359,46,2,39,1,18
65220,0,0,890,292,0,6,60,0,23
33590,2,1,4,2,0,7,51,0,4
30992,1,0,17,14,7,7,49,0,5
72309,0,0,960,556,50,3,49,1,20
117416,0,0,2,2,1,0,76,0,0
16005,1,0,1,2,20,8,45,0,8
65487,0,0,240,500,120,2,68,0,17
58692,0,1,301,61,4,7,60,0,15
40590,1,1,154,50,6,6,56,1,15
20587,1,0,2,6,4,7,55,0,5
62637,0,1,104,48,4,2,71,0,10
29435,1,1,70,37,4,9,59,0,11
19346,1,0,2,9,3,8,51,0,5
35788,1,1,23,11,3,6,54,0,7
36997,1,1,43,12,8,5,57,0,12
23539,0,0,4,11,16,6,68,0,7
65333,0,1,654,92,0,6,52,2,27
78499,0,0,912,170,47,4,68,1,19
29732,1,0,25,8,0,9,54,0,5
41275,1,2,24,22,0,5,65,0,11
63516,1,1,141,114,15,5,52,0,16
42769,0,1,71,13,3,4,63,0,8
49572,1,1,35,16,0,7,67,0,7
69209,0,0,496,556,120,4,53,1,16
17148,1,0,9,11,13,8,49,0,11
40590,1,1,154,50,6,6,56,1,15
30560,1,0,9,5,4,7,49,0,5
32146,1,0,26,23,4,6,42,0,8
41713,1,1,77,44,10,6,61,0,13
34176,0,1,11,7,4,3,50,0,5
58482,0,1,576,115,19,6,70,1,22
59686,0,1,89,89,34,4,60,0,12
60896,0,1,1013,399,60,6,61,0,26
62994,1,0,224,48,4,6,45,0,13
47320,0,1,200,111,50,6,68,0,20
74859,0,0,570,556,120,3,76,1,23
15253,1,0,1,3,8,7,33,0,6
31560,1,0,62,20,4,8,51,0,8
72071,0,1,531,300,120,2,71,0,20
91172,0,0,162,556,0,3,35,4,14
90000,0,0,675,133,94,1,41,3,18
41967,1,1,23,10,0,4,44,0,5
69263,0,1,492,32,13,6,60,1,18
65706,0,0,918,129,13,7,55,3,27
60934,0,1,224,155,120,4,50,0,23
71965,0,1,572,286,50,3,74,0,17
65210,0,1,626,70,0,6,70,2,22
79174,0,0,1074,518,120,2,50,2,19
81380,0,0,741,556,120,2,58,0,17
48432,0,1,322,50,4,8,52,0,19
52914,0,1,254,44,30,7,54,1,15
38946,0,1,116,82,6,5,70,0,12
26067,1,0,22,18,0,8,51,0,9
44325,0,1,516,21,0,8,53,1,21
42523,0,0,14,11,3,2,61,0,7
26487,1,0,2,10,12,5,47,0,9
53233,0,1,28,9,3,4,68,0,5
67716,0,1,530,217,62,5,65,1,28
76234,0,1,519,167,120,3,53,1,23
84117,0,0,611,556,59,2,69,1,24
65487,0,0,240,500,120,2,68,0,17
25224,1,0,4,12,11,3,53,0,7
89616,0,0,671,556,120,2,42,0,25
40851,1,1,23,7,0,7,54,0,5
27469,0,0,9,2,3,6,78,0,4
82347,0,0,556,556,120,3,68,2,25
73803,0,1,833,363,52,6,68,1,22
8820,1,1,12,13,4,8,73,0,10
43322,0,0,56,48,10,7,51,0,8
55593,0,1,293,124,11,6,52,1,17
50501,1,1,297,38,13,6,71,1,19
37085,1,1,39,16,2,8,50,0,10
16185,1,0,5,16,21,8,35,0,8
57731,0,1,266,300,65,6,56,0,26
48432,0,1,322,50,4,8,52,0,19
73807,0,1,366,156,71,2,47,0,23
18929,0,0,32,8,23,6,35,0,6
35893,1,1,158,23,0,8,57,0,15
61014,0,1,269,495,120,7,45,0,20
32144,1,1,41,10,0,7,71,1,10
14918,0,1,3,3,15,6,62,0,5
45146,1,1,33,5,0,4,62,0,6
41769,0,1,302,131,32,8,70,0,22
88325,0,0,519,556,93,2,44,0,18
38054,1,1,23,17,2,7,75,0,7
80617,0,0,594,556,72,2,30,0,19
5305,0,1,12,7,1,13,49,0,1
36807,1,1,4,5,0,6,71,0,4
28427,1,0,18,19,3,8,42,0,7
82032,0,0,332,377,120,1,77,0,17
22775,1,0,5,8,0,8,47,0,4
40101,1,0,171,129,26,7,40,0,17
58025,0,1,270,88,11,4,46,0,18
75777,0,0,712,538,69,1,43,2,21
7500,1,0,2,11,3,7,46,0,11
33562,1,2,21,12,0,4,62,0,9
57642,0,1,580,58,8,4,55,1,22
58554,1,1,368,68,38,7,57,0,22
63777,1,1,457,106,15,8,46,0,24
57967,0,1,229,137,4,5,63,0,19
51381,0,0,32,556,12,0,47,1,1
24434,2,0,3,8,20,7,53,0,7
11012,1,0,24,26,7,9,41,1,9
44802,0,0,853,143,13,8,55,0,27
26816,0,0,5,6,3,4,39,0,4
117416,1,0,9,18,8,6,48,0,11
34421,1,0,3,7,6,7,51,0,4
61223,0,1,709,182,42,5,58,0,18
64014,2,1,406,30,0,7,79,1,21
56981,0,0,908,217,32,6,44,1,19
69245,0,1,428,214,80,3,69,0,23
52869,1,1,84,61,2,7,71,0,11
